Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (Uniform),Proceeds Amount Incl Overallotment Sold All Markets,Proceeds Amount This Market,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Domicile Nation Sub Region,Domicile Nation Region,Issuer/Borrower TRBC Business Sector,Issuer/Borrower TRBC Economic Sector,Lead Left Bookrunner,Managers Tier 1 & Tier 2 ,ECM Flag,Primary Use Of Proceeds,Issuer/Borrower Nation Region,Master Deal Type,All New Issues Manager Roles,Manager's Role,is_authentic
154088552717,5452820,ASPD,JB|JB|JB|JB|GL,JB|JB|JB|JB,7/12/2024,Maynilad Water Services Inc,4296812190.0,Investment Grade Corporate|Emerging Market Corporate,Live,Philippines,,100.0,256.844917,154.1069502,Philippine,Fixed Or Straight Bond,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,BPI Capital|BDO Capital Investment Corp|First Metro Investment Corp|East West Banking Corp,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Global Coordinator,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154088552718,5452820,ASPD,JB|JB|JB|JB|GL,JB|JB|JB|JB,7/12/2024,Maynilad Water Services Inc,4296812190.0,Investment Grade Corporate|Emerging Market Corporate,Live,Philippines,,100.0,256.844917,102.7379668,Philippine,Fixed Or Straight Bond,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,BPI Capital|BDO Capital Investment Corp|First Metro Investment Corp|East West Banking Corp,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Global Coordinator,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154088554471,5454402,ASPD,JB|JB|JB,JB|JB|JB,7/16/2024,Housing & Development Board,4296751652.0,"Agency, Supranational, Sovereign",Live,Singapore,,100.0,718.0059524,718.0059524,,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Government Activity,Government Activity,,Australia & New Zealand Banking Group Ltd|Deutsche Bank|Oversea-Chinese Banking Corp Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154088628421,5527333,ED,BM,BM,8/19/2024,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.752,20.72768831,20.72768831,,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154088635909,5535266,ASPD,BM,BM,9/24/2024,Public Utilities Board,4296877666.0,Investment Grade Corporate,Live,Singapore,,100.0,253.2335983,253.2335983,,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,United Overseas Bank Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154088637869,5537456,ASPD,BM,BM,9/19/2024,Hong Leong Bank Bhd,4295883279.0,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,118.9060642,118.9060642,Kuala Lump,Senior Medium Term Notes,Best Efforts|Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Hong Leong Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,1
154088663240,5566138,ASPD,JB|JB|JB|JB,JB|JB|JB|JB,10/22/2024,OUE REIT Treasury Pte Ltd,5057765202.0,Investment Grade Corporate,Live,Singapore,,99.998,37.9902743,37.9902743,,Guaranteed Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,CIMB Securities (Singapore) Pte Ltd|Hongkong & Shanghai Banking Corp Ltd|Oversea-Chinese Banking Corp Ltd|DBS Bank Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154088665964,5574140,ASPD,JB|JB,JB|JB,10/22/2024,Housing & Development Board,4296751652.0,"Agency, Supranational, Sovereign",Live,Singapore,,100.0,683.8386141,683.8386141,,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Government Activity,Government Activity,,DBS Bank Ltd|United Overseas Bank Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154088670732,5578433,ASPD,BM,BM,10/28/2024,CIMB Thai Bank PCL,4295893416.0,Emerging Market Corporate|Investment Grade Corporate,Live,Thailand,,100.0,59.22416346,59.22416346,Thailand,Subordinated Capital Notes,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,CIMB Thai Bank Public Co Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,1
154088673661,5581286,ED,BM,BM,10/15/2024,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,25.74930477,25.74930477,,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Morgan Stanley International Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154088689539,5597571,ASPD,JB|JB|GL,JB|JB,11/14/2024,OUE REIT Treasury Pte Ltd,5057765202.0,Investment Grade Corporate,Live,Singapore,,100.714,89.80294249,89.80294249,,Guaranteed Senior Unsecured Notes,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,Oversea-Chinese Banking Corp Ltd|DBS Bank Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Global Coordinator,Joint Book Runner|Joint Book Runner,0
154088700940,5603969,ASPD,BM,BM,11/11/2024,Samaiden Group Bhd,5076948794.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,0.680735194,0.680735194,ACE Market,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,AmInvestment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,1
154088712404,5616506,ASPD,BM,BM,11/19/2024,Sunway South Quay Sdn Bhd,5000053464.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,22.36636099,22.36636099,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Industrial & Commercial Services,Industrials,,HSBC Amanah Malaysia Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154088761509,5667515,ED,BM,BM,11/12/2024,Keppel REIT MTN Pte Ltd,5036381884.0,Investment Grade Corporate,Live,Singapore,,100.0,32.66500728,32.66500728,,Senior Notes,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,DBS Bank Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
