Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (Uniform),Proceeds Amount Incl Overallotment Sold All Markets,Proceeds Amount This Market,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Domicile Nation Sub Region,Domicile Nation Region,Issuer/Borrower TRBC Business Sector,Issuer/Borrower TRBC Economic Sector,Lead Left Bookrunner,Managers Tier 1 & Tier 2 ,ECM Flag,Primary Use Of Proceeds,Issuer/Borrower Nation Region,Master Deal Type,All New Issues Manager Roles,Manager's Role,is_authentic
154084480389,3480516,D,JB|JB|JB|CM|CM|CM|CM,JB|JB|JB|CM|CM|CM|CM,8/1/2017,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.172,1242.3425,495.86,,Global Medium Term Notes,Issued off MTN programme,0.17500,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Bank of America Merrill Lynch|Credit Agricole Corporate & Investment Bank|JP Morgan & Co Inc|Citigroup Global Markets Inc|HSBC Securities (USA) Inc|Morgan Stanley International Ltd|TD Securities (USA) Inc,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager|CoManager,Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager|CoManager,0
154084486562,3480516,D,JB|JB|JB|CM|CM|CM|CM,JB|JB|JB|CM|CM|CM|CM,8/1/2017,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.531,1242.3425,746.4825,,Global Medium Term Notes,Issued off MTN programme,0.12500,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Bank of America Merrill Lynch|Credit Agricole Corporate & Investment Bank|JP Morgan & Co Inc|Citigroup Global Markets Inc|HSBC Securities (USA) Inc|Morgan Stanley International Ltd|TD Securities (USA) Inc,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager|CoManager,Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager|CoManager,0
154084490384,9983331,D,JB|JB|JB,JB|JB|JB,3/12/2015,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.294,496.47,496.47,,Global Medium Term Notes,Issued off MTN programme|Firm Commitment|Negotiated Sale,0.17500,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Bank of America Merrill Lynch|Morgan Stanley & Co|SEB,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154084593248,3319100,D,JB|JB|JB,JB|JB|JB,8/9/2016,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.779,1296.957,798.232,,Global Medium Term Notes,Firm Commitment|Negotiated Sale,0.10000,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Bank of America Merrill Lynch|Credit Agricole Corporate & Investment Bank|JP Morgan & Co Inc,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154084594902,3319989,ED,JB|JB|JB|JB|JB,JB|JB|JB|JB|JB,8/10/2016,Greenko Investment Co,5051761072.0,High Yield Corporate,Live,India,,100.0,500.0,500.0,,Guaranteed Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,Deutsche Bank,Deutsche Bank|Investec Bank Ltd|JP Morgan & Co Inc|Morgan Stanley|UBS,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154084595839,3319100,D,JB|JB|JB,JB|JB|JB,8/9/2016,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.745,1296.957,498.725,,Global Medium Term Notes,Firm Commitment|Negotiated Sale,0.17500,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Bank of America Merrill Lynch|Credit Agricole Corporate & Investment Bank|JP Morgan & Co Inc,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154084607029,3346793,ASPD,BM,BM,2/29/2016,Ap Renewables Inc,5001106639.0,Emerging Market Corporate|Investment Grade Corporate,Live,Philippines,,100.0,225.4530131,225.4530131,,Fixed Or Straight Bond,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Renewable Energy,Energy,,BPI Capital,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154084626059,3428167,ASPD,BM,BM,4/6/2017,CDL Properties Ltd,4296929457.0,Investment Grade Corporate,Live,Singapore,,100.0,71.32158905,71.32158905,,Senior Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,DBS Bank Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154084639795,3471575,R144D,JP|JP|JP|JP|JP|JP|JP,JP|JP|JP|JP|JP|JP|JP,7/18/2017,DBS Group Holdings Ltd,4295888106.0,Investment Grade Corporate,Live,Singapore,,100.0,500.0,500.0,Singapore,Floating Rate Notes,Firm Commitment|Negotiated Sale,0.30000,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,DBS Bank Ltd|Credit Agricole Corporate & Investment Bank|HSBC Securities (USA) Inc|ING Bank NV|Natixis|Societe Generale SA|Wells Fargo Securities LLC,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Rule 144A Non Cvt Debt,Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent,Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent,1
154084644993,3583838,ASPD,JB|JB,JB|JB,12/21/2017,Pnb Merdeka Ventures Sdn Bhd,,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,169.2836114,7.360157017,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154084644994,3583838,ASPD,JB|JB,JB|JB,12/21/2017,Pnb Merdeka Ventures Sdn Bhd,,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,169.2836114,14.72031403,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154084644995,3583838,ASPD,JB|JB,JB|JB,12/21/2017,Pnb Merdeka Ventures Sdn Bhd,,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,169.2836114,139.8429833,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154084644996,3583838,ASPD,JB|JB,JB|JB,12/21/2017,Pnb Merdeka Ventures Sdn Bhd,,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,169.2836114,2.453385672,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154084650613,3462737,ED,JB|JB,JB|JB,5/17/2017,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.011,46.79242046,46.79242046,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,JP Morgan & Co Inc|TD Securities Inc,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154084656023,3583838,ASPD,JB|JB,JB|JB,12/21/2017,Pnb Merdeka Ventures Sdn Bhd,,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,169.2836114,4.906771344,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154084658574,3587022,ASPD,BM,BM,1/4/2018,Segi Astana Sdn Bhd,5001188059.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,103.6204744,103.6204744,,Serial Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Transportation,Industrials,,AmInvestment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154084663705,3593971,ED,JB|JB|JB,JB|JB|JB,1/16/2018,Ssms Plantation Holdings Pte Ltd,,Emerging Market Corporate,Live,Singapore,,98.986,296.958,296.958,,Guaranteed Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,CIMB Bank Bhd,CIMB Bank Bhd|BNP Paribas SA|Citigroup,False,Environmental Protection Proj.,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154084975665,3598060,ED,BM,BM,1/17/2018,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,31.06284635,31.06284635,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Credit Agricole Corporate & Investment Bank,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154084989384,3608279,ED,JB|JB|JB|JB|JB|CM|CM|CM,JB|JB|JB|JB|JB|CM|CM|CM,2/22/2018,Perusahaan Penerbit SBSN Indonesia III,5037948421.0,Emerging Market Corporate|Investment Grade Corporate,Live,Indonesia,,100.0,3000.0,1750.0,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,CIMB Investment Bank Bhd|Dubai Islamic Bank PJSC|HSBC Holdings PLC (United Kingdom)|Citigroup Global Markets Inc|Abu Dhabi Islamic Bank PSJC,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager,0
154084989385,3608279,ED,JB|JB|JB|JB|JB|CM|CM|CM,JB|JB|JB|JB|JB|CM|CM|CM,2/22/2018,Perusahaan Penerbit SBSN Indonesia III,5037948421.0,Emerging Market Corporate|Investment Grade Corporate,Live,Indonesia,,100.0,3000.0,1250.0,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,CIMB Investment Bank Bhd|Citigroup Global Markets Inc|Hongkong & Shanghai Banking Corp Ltd|Dubai Islamic Bank PJSC|Abu Dhabi Islamic Bank PSJC,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager,0
154085065132,3621320,ED,BM,BM,3/15/2018,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,12.75266212,12.75266212,,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085067936,3623402,ED,BM,BM,2/16/2018,Tlff I Pte Ltd,5060584886.0,Emerging Market Corporate|Investment Grade Corporate,Live,Indonesia,,100.0,95.0,95.0,,Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085093498,3638710,ED,BM,BM,4/23/2018,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,12.75217425,12.75217425,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085095874,3640627,ASPD,BM,BM,4/23/2018,Uitm Solar Power Sdn Bhd,5063727199.0,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,57.05119979,57.05119979,,Guaranteed Serial Notes,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Renewable Energy,Energy,,Affin Hwang Invest Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085146270,3675810,D,JB|JB|JB,JB|JB|JB,7/4/2018,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.924,698.7122263,698.7122263,,Global Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Bank of America Merrill Lynch|Citi|Credit Agricole Corporate & Investment Bank,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085185500,3702695,ED,BM,BM,8/8/2018,Sindicatum Renewable Energy Co Pte Ltd,5060555914.0,Investment Grade Corporate,Live,Singapore,,100.0,19.99471937,19.99471937,,Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,ING Bank Manila,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085198061,3711441,D,JB|JB|JB,JB|JB|JB,9/19/2018,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,98.982,742.365,742.365,,Global Medium Term Notes,Negotiated Sale|Issued off MTN programme|Firm Commitment,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,HSBC Securities (USA) Inc|Citigroup Global Markets Inc|Bank of America Merrill Lynch,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085201023,3713336,ED,BM,BM,6/15/2018,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,170.7961377,170.7961377,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Danske Bank,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085210446,3719639,ASPD,JB|JB|JB|JB,JB|JB|JB|JB,6/6/2018,PT Sarana Multi Infrastruktur (Persero),5034758379.0,Emerging Market Corporate|Investment Grade Corporate,Live,Indonesia,,100.0,25.63176895,16.13718412,Indonesia,Fixed Or Straight Bond,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,PT CGS-CIMB Sekuritas Indonesia|PT Indo Premier Securities|Maybank Kim Eng Securities|Danareksa Sekuritas,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085244783,3742555,ASPD,BM|CM,BM|CM,12/22/2017,Pnb Merdeka Ventures Sdn Bhd,,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,139.8086829,139.8086829,,Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner|CoManager,BookRunner|CoManager,0
154085244797,3742571,ASPD,BM,BM,7/20/2017,Tadau Energy Sdn Bhd,5055947303.0,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,2.331002331,2.331002331,,Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,Affin Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085251986,3719639,ASPD,JB|JB|JB|JB,JB|JB|JB|JB,6/6/2018,PT Sarana Multi Infrastruktur (Persero),5034758379.0,Emerging Market Corporate|Investment Grade Corporate,Live,Indonesia,,100.0,25.63176895,9.494584838,Indonesia,Fixed Or Straight Bond,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,PT CGS-CIMB Sekuritas Indonesia|PT Indo Premier Securities|Maybank Kim Eng Securities|Danareksa Sekuritas,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085276270,3761142,ED,JB|JB|JB,JB|JB|JB,1/8/2019,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.918,713.3127731,713.3127731,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Deutsche Bank|Nomura Australia Ltd|TD Securities Inc,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085293851,3771427,ASPD,JB|JB,JB|JB,2/1/2019,Rizal Commercial Banking Corp,4295886393.0,Emerging Market Corporate|Investment Grade Corporate,Live,Philippines,,100.0,287.0264064,287.0264064,Philippine|Pink Sheet,Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,HSBC Manila|ING Bank Manila,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085301264,3775195,ED,JB|JB|JB|JB|JB|CM|CM|CM,JB|JB|JB|JB|JB|CM|CM|CM,2/12/2019,Perusahaan Penerbit SBSN Indonesia III,5037948421.0,Emerging Market Corporate|Investment Grade Corporate,Live,Indonesia,,100.0,2000.0,750.0,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Dubai Islamic Bank PJSC|Hongkong & Shanghai Banking Corp Ltd|PT Mandiri Sekuritas|Maybank Investment Bank Bhd|Deutsche Bank,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager,0
154085301364,3775195,ED,JB|JB|JB|JB|JB|CM|CM|CM,JB|JB|JB|JB|JB|CM|CM|CM,2/12/2019,Perusahaan Penerbit SBSN Indonesia III,5037948421.0,Emerging Market Corporate|Investment Grade Corporate,Live,Indonesia,,100.0,2000.0,1250.0,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Deutsche Bank|Dubai Islamic Bank PJSC|Hongkong & Shanghai Banking Corp Ltd|PT Mandiri Sekuritas|Maybank Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|CoManager|CoManager|CoManager,0
154085322156,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,4.18204182,0.36900369,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085322157,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,4.18204182,0.393603936,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085322158,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,4.18204182,0.418204182,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085322159,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,4.18204182,0.467404674,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085322160,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,4.18204182,0.49200492,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085322161,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,4.18204182,0.516605166,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085322162,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,4.18204182,0.565805658,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085322163,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,4.18204182,0.295202952,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085322164,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,4.18204182,0.319803198,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085322165,3785491,ASPD,BM,BM,2/28/2019,Pasukhas Green Assets Sdn Bhd,5068314991.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,4.18204182,0.344403444,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085353550,3803559,ED,BM,BM,4/5/2019,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,102.098,79.79466557,79.79466557,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Deutsche Bank,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085362085,3808609,ED,BM,BM,4/16/2019,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,54.01259574,54.01259574,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Nordea Bank Sverige AB,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
