name,ric,currency,org_permid,isin
ORANGEKLOUD TECHNOLOGY A,ORKT.O,U$,5087072254.0,KYG6781F1191
OTS HOLDINGS,OTSH.SI,S$,5056409045.0,SGXE18096938
OUHUA ENERGY HOLDINGS,OUEH.SI,S$,4295865459.0,BMG6843Q1033
OXLEY HOLDINGS,OXHL.SI,S$,5001184130.0,SG2F25986140
OXPAY FINANCIAL,OXPA.SI,S$,4298051240.0,SGXE15822534
PACIFIC RADIANCE,PACI.SI,S$,5001355665.0,SGXE30264951
PAN UNITED CORPORATION,PANU.SI,S$,4295887760.0,SG1A67000830
PARKSON RETAIL ASIA,PRAL.SI,S$,5035568748.0,SG2D81975377
PAVILLON HOLDINGS,PAVI.SI,S$,4295888041.0,SG1I46882631
PENGUIN INTERNATIONAL,PGUN.SI,S$,4295887932.0,SG1CI0000005
PHAOS TECHNOLOGY HOLDINGS A,POAS.K,U$,5092267597.0,KYG7049C1042
PHARMESIS INTL.,PHAR.SI,S$,4295887778.0,SG1BH6000003
PLATO CAPITAL SUSP - SUSP.16/02/26,PLAT.SI,S$,4295887676.0,SGXE26599816
POLARIS,POLA.SI,S$,4295887573.0,SG1L96897898
PROSPERA GLOBAL,PROE.SI,S$,4295887560.0,SG1S49927944
Q&M DENTAL GP.(SING.),QMDT.SI,S$,5000461462.0,SG2E73981531
QUANTUM HEALTHCARE,QUAN.SI,S$,5083372033.0,SGXE57350022
RECLAIMS GLOBAL,RECL.SI,S$,5067938019.0,SGXE46584095
REGAL INTERNATIONAL GP. SUSP - SUSP.30/03/21,REGI.SI,S$,4295888107.0,SG1AE0000008
RF ACQUISITION III UNITS,RFAMU.O,U$,5096997071.0,KYG7537X1152
RH PETROGAS,RHPG.SI,S$,4295887770.0,SG1H00001443
ROUNDHOUSE DIGITAL,ETHL.ASE,£,5095327871.0,SGXZ84721265
SAKAE HOLDINGS,SAKA.SI,S$,4295888065.0,SG1O42912715
SALT INVESTMENTS,SALT.SI,S$,4295887762.0,SG1W79939920
SAMUDERA SHIP.LINE,SAMU.SI,S$,4295887940.0,SG1F29855813
SANTAK HOLDINGS,SATK.SI,S$,4295887728.0,SG1J68891147
SARINE TECHNOLOGIES,SARI.SI,S$,4295875244.0,IL0010927254
SDAI SUSP - SUSP.13/07/21,SDAI.SI,S$,5035314010.0,SG2D45972171
SERIAL SYSTEM,SERL.SI,S$,4295887966.0,SG1E36851343
SEVENS ATELIER,SEVE.SI,S$,4295888158.0,SG1Q04920423
SHEFFIELD GREEN,SHEF.SI,S$,5086808072.0,SGXE15230159
SHEN YAO HOLDINGS SUSP - SUSP.24/03/23,SHEY.SI,S$,5079683666.0,SGXE51426224
SIM LEISURE GROUP,SIMI.SI,S$,5067490125.0,SGXE75616446
SING HOLDINGS,SHDS.SI,S$,4295887606.0,SG1T28930090
SINGAPORE SHIPPING CORPORATION,SSHP.SI,S$,4295888040.0,SG1J24887775
SINO GRNS.FOOD IND.GP. SUSP - SUSP.07/12/20,SOGF.SI,S$,4298124685.0,SG2G19997136
SITRA HOLDINGS (INTL.),SITR.SI,S$,4295887625.0,SG1V70937494
SOON LIAN HOLDINGS,SNLN.SI,S$,4295888115.0,SG1W36938981
SOUTHERN ALLIANCE MINING,SOUH.SI,S$,5074236086.0,SGXE41674636
SOUTHERN ARCHIPELAGO,SOUE.SI,S$,4295887683.0,SG1I69883698
SOUTHERN PACK.GP.,SOUT.SI,S$,4295887427.0,SG1CG0000009
STRACO CORPORATION,STRA.SI,S$,4295888140.0,SG1P15916395
STRAITS TRADING,STCM.SI,S$,4295887824.0,SG1J49001550
SUNMOON FOOD,SMFC.SI,S$,4295887610.0,SG1AA2000004
SUNRISE SHARES HDG.,SUNR.SI,S$,4295887913.0,SG0581008505
SUNTAR ECO-CITY,SECL.SI,S$,4295865270.0,SG1CC1000007
SUTL ENTERPRISE,SUTL.SI,S$,4295887685.0,SG1BJ4000001
TA SUSP - SUSP.18/07/23,TACO.SI,S$,5035927158.0,SG2D87975520
TAKA JEWELLERY HOLDINGS,TAKA.SI,S$,5046658017.0,SG1BI4000003
THE ASSEMBLY PLACE HOLDINGS,THEA.SI,S$,5097129737.0,SGXE34389325
THE PLACE HOLDINGS,THEP.SI,S$,4295888103.0,SG1Q02920318
TIH,TIHL.SI,S$,4295887958.0,SG1A82000914
TOKU,TOKU.SI,S$,5082349447.0,SGXE69764855
TRICKLESTAR,TRIC.SI,S$,5069475819.0,SGXE45760753
TRIDENT DIG.TECH HDG. AMER.DPSH.1:8,TDTH.O,U$,5086801378.0,US89616X1063
TUAN SING HOLDINGS,TSHS.SI,S$,4295887513.0,SG2D13002373
UG HEALTHCARE,UGHE.SI,S$,5044065012.0,SGXE48766716
UNION GAS HOLDINGS,UNIO.SI,S$,5056415099.0,SG1DI1000002
UNITED FOOD HOLDINGS SUSP - SUSP.08/09/21,UTDF.SI,S$,4295887719.0,BMG9232V2045
UNITED OVERSEAS IN.,UOIS.SI,S$,4295887508.0,SG1M91002014
USP GROUP SUSP - SUSP.26/02/24,USPG.SI,S$,4295888109.0,SG1CH0000007
VALLIANZ HOLDINGS,VHLD.SI,S$,4295887440.0,SGXE15078822
VALUETRONICS HOLDINGS,VLUE.SI,S$,4295871989.0,BMG9316Y1084
VERSALINK HOLDINGS,VERS.SI,S$,5043454162.0,SG1AC9000003
VICPLAS INTL.,VICP.SI,S$,4295887983.0,SG1G57870584
WE HOLDINGS,ACCR.SI,S$,4295887750.0,SGXE69448095
WEIYE HOLDINGS,1570.HK,K$,4295887744.0,SG1CD6000000
WESTIN ACQUISITION A,WSTN.O,U$,5096101846.0,KYG9584S1066
Y VENTURES GROUP,YVEN.SI,S$,5056395593.0,SG1DH7000008
YEO HIAP SENG,YHSS.SI,S$,4295887847.0,SG1I10878425
YONGMAO HOLDINGS,YNMH.SI,S$,4295865207.0,SG1CB9000001
ZHENENG JINJIANG ENVIRONMENT HOL,ZHEN.SI,S$,5051397011.0,KYG9898S1075
ZICO HOLDINGS,ZICO.SI,S$,5044034341.0,MYA007968003
ZIXIN GROUP HOLDINGS,ZIXI.SI,S$,5000065709.0,SG1CE1000003
ACMA,ACMA.SI,S$,4295887463.0,SG1BB6000006
ADDVALUE TECHS.,AVAU.SI,S$,4295887686.0,SG1I67883666
ADVANCED SYS.AUTOMATION,ADSA.SI,S$,4295887563.0,SGXE59672050
ANCHUN INTL.HOLDINGS,ANIH.SI,S$,5001170726.0,SG1CI5000000
ASIA VETS HOLDINGS,ASIV.SI,S$,5000790196.0,SG2B95959500
ASIAN MICRO HDG.,AMHL.SI,S$,4295887865.0,SG1H05873721
ASIAPHOS,ASIP.SI,S$,5040245515.0,SG2G24997246
ASL MARINE HOLDINGS,ASLM.SI,S$,4295887412.0,SG1N25909283
ASSURANCE HEALTHCARE,ASSU.SI,S$,5037631092.0,SGXE83751573
ASTAKA HOLDINGS,ASTA.SI,S$,4297896336.0,SG1CB5000005
ASTI HOLDINGS,ATIH.SI,S$,4295887868.0,SG1G77872271
BEIJING GAS BLUE SKY HOLDINGS,6828.HK,K$,5000440857.0,BMG095871098
BENG KUANG MARINE,BENK.SI,S$,4295888012.0,SG1BH2000007
BEVERLY WILSHIRE,BEVE.SI,S$,4295887389.0,SGXE28550544
BRILLIA A,BRIA.K,U$,5090620666.0,KYG1645N1016
C.BANNER INTERNATIONAL HDG.,1028.HK,K$,4295887599.0,BMG2008E1003
CDW HOLDING,CDWH.SI,S$,4295888174.0,BMG2022E1104
CFM HDG.,CFMH.SI,S$,4295888059.0,SG1P02915996
CHARISMA ENERGY SVS.,CHAR.SI,S$,4295887877.0,SGXE64291615
CHEMICAL INDUSTRIES FAR EAST,CHEM.SI,S$,4295887457.0,SG1B37000984
CHINA EVERBRIGHT WATER,CEWL.SI,S$,4295865188.0,BMG2116Y1057
CHINA INTERNATIONAL HOLDINGS,CHNA.SI,S$,4295887876.0,BMG2113G1151
CHINA KUNDA TECH.HDG.,CKUN.SI,S$,4298076744.0,SG1X41941300
CHINA NEW TOWN DEV.,1278.HK,K$,4295870804.0,VGG2156N1006
CHINA YUANBANG PR.HDG. SUSP - SUSP.22/10/24,CYBP.SI,S$,4295864837.0,BMG2159Z2094
CHOO CHIANG HOLDINGS,CHOO.SI,S$,5046289360.0,SG1BE5000001
COMBINE WILL INTL.HDG.,CWIHx.SI,S$,4298015066.0,KYG229811156
DEL MONTE PACIFIC,DMPL.SI,S$,4295887825.0,VGG270541169
ELLIPSIZ,ELPZ.SI,S$,4295887704.0,SG1CA2000000
EMERGING TOWNS&CITIES SING,EMER.SI,S$,4295887927.0,SG1DD5000009
ENGRO CORPORATION,ENGR.SI,S$,4295887466.0,SG1H26001476
ES GROUP (HOLDINGS),ESGL.SI,S$,5000761917.0,SG2B91959363
EUROSPORTS GLOBAL,EURO.SI,S$,5040932672.0,SG2G55000001
FEDERAL INTL.(2000),FEDL.SI,S$,4295887680.0,SG1BF9000004
FIGTREE HOLDINGS,FIGT.SI,S$,5040267144.0,SG2G36998349
FIRST SHIP LEASE TRUST,FSLT.SI,S$,4295887443.0,SG1U66934613
FOOD INNOVATORS HOLDINGS,FOOI.SI,S$,5090628935.0,SGXE76179717
GCCP RESOURCES,GCCP.SI,S$,5045818582.0,KYG377411080
GLOBAL INVACOM GROUP,GLOB.SI,S$,4295887531.0,SG2E91982768
GLOBAL TESTING CORPORATION,GTCL.SI,S$,4295888051.0,SG1BB4000008
GOODWILL ENTERTAINMENT HOLDING,GOOD.SI,S$,5090658975.0,SGXE35243133
GROWHUB A,TGHL.O,U$,5090699992.0,KYG4149Y1026
GSH CORPORATION,GSHC.SI,S$,4295887603.0,SG1BG1000000
HATTEN LAND SUSP - SUSP.06/08/24,HATT.SI,S$,5000041357.0,SG2D90976473
HC SURGICAL SPECIALISTS,HCSU.SI,S$,5052140152.0,SG1DC2000004
HEATEAC JIETONG HOLDINGS,HTJT.SI,S$,5000059882.0,SG1Y31945526
HOR KEW,HKEW.SI,S$,4295888019.0,SG1BE0000006
HOSEN GROUP,HSNG.SI,S$,4295888023.0,SG1Q03920366
HYPHENS PHARMA INTERNATIONAL,HYPH.SI,S$,5063729045.0,SG1EE4000006
INFO TECH SYSTEMS,INFT.SI,S$,5084886247.0,SGXE12310608
INTERRA RES. SUSP - SUSP.06/02/25,INTR.SI,S$,4295887507.0,SG1R37924805
IPC CORPORATION,IPCC.SI,S$,4295887533.0,SG1BB8000004
IPS SECUREX HOLDINGS,IPSS.SI,S$,5042936555.0,SG1BJ0000005
IREIT GLOBAL,IREI.SI,S$,5043416651.0,SG1AB8000006
JAWALA,JAWA.SI,S$,5063739158.0,MYA013922002
JBDI HOLDINGS,JBDI.O,U$,5086789908.0,KYG508831008
KEONG HONG HOLDINGS,KEHO.SI,S$,5036798525.0,SG2D92977651
KOYO INTERNATIONAL,KOYO.SI,S$,4295888030.0,SG1X69942156
KTMG,KTMG.SI,S$,4295888008.0,SGXE61141383
LIVINGSTONE HEALTH HOLDINGS,LIVI.SI,S$,4295887804.0,SGXE70643320
LORENZO INTL. SUSP - SUSP.17/12/18,LRZI.SI,S$,4295888060.0,SG1T35930281
MANUFACTURING INTG.TECH.,MITD.SI,S$,4295887906.0,SG1H45875967
MEDI LIFESTYLE,MEDL.SI,S$,5035932222.0,SGXE63978766
MERCURIUS CAP INVESTMENT SUSP - SUSP.10/07/23,MERC.SI,S$,4295887933.0,SG2B96959558
METRO HOLDINGS,MTHL.SI,S$,4295887669.0,SG1I11878499
MONEYMAX FINANCIAL SVS.,MFSL.SI,S$,5040053892.0,SG2G06995143
MOOREAST HOLDINGS,MOOR.SI,S$,5081466714.0,SGXE69578966
MTQ CORPORATION,MTLS.SI,S$,4295887523.0,SG0507000073
MUN SIONG ENGINEERING,MSEL.SI,S$,4297989266.0,SG2C34962861
NANYANG NEW DEVELOPMENT SUSP - SUSP.23/07/25,NANY.SI,S$,4295888147.0,SG1P13916389
NIPPECRAFT,NIPP.SI,S$,4295887592.0,SG1A83000921
NSL,NATS.SI,S$,4295887854.0,SG1F87001375
OCEAN SKY INTL.,OCEA.SI,S$,4295888095.0,SG1DD2000002
OCEANUS GROUP,OCGL.SI,S$,4295887432.0,SG1M80907371
OKP HOLDINGS,OKPH.SI,S$,4295888112.0,SG1M55904841
PACIFIC ANDES RSDLP. SUSP - SUSP.01/02/16,PACF.SI,S$,4295887934.0,BMG6845B1046
PROGEN HOLDINGS,POGN.SI,S$,4295887949.0,SG1F48858053
QAF,QAFS.SI,S$,4295887515.0,SG1A49000759
RECTITUDE HOLDINGS,RECT.O,U$,5086983374.0,KYG7445R1011
RF ACQUISITION II,RFAI.O,U$,5087114582.0,KYG753891095
RICH CAPITAL HOLDINGS,RICH.SI,S$,4295888166.0,SGXE20364795
SANLI ENVIRONMENTAL,SANL.SI,S$,5055951192.0,SG1DG8000009
SECURA GROUP,SECU.SI,S$,5048737602.0,SG1CF2000009
SEE HUP SENG,SEEH.SI,S$,4295887954.0,SG1G33866144
SEN YUE HOLDINGS SUSP - SUSP.04/05/20,SENY.SI,S$,4295887743.0,SG1M25902545
SHOPPER360,SHOP.SI,S$,5056396090.0,SG1DH4000001
SINGAPORE INDEX FUND,SRIF.SI,S$,4295941364.0,SG1D68018564
SINGAPORE PAINCARE HOLDINGS,SINR.SI,S$,5070769762.0,SGXE51400773
SINGAPURA FIN.,SBDS.SI,S$,4295887733.0,SG1M01001924
SINOCLOUD GROUP SUSP - SUSP.01/04/25,SINL.SI,S$,4295888038.0,BMG8191N2038
SMART DIGITAL GROUP,SDM.O,U$,5090715806.0,KYG5006S1049
SMJ INTERNATIONAL HDG.,HEAL.SI,S$,5042940937.0,SG1AA4000002
ST GROUP FOOD INDUSTRIES HOLDINGS,STGR.SI,S$,5070519455.0,SGXE58705265
STAMFORD LAND CORPORATION,SFLD.SI,S$,4295887474.0,SG1I47882655
SUNPOWER GROUP,SUNP.SI,S$,4295887788.0,BMG8585U1027
TAI SIN ELECTRIC,TAIS.SI,S$,4295887964.0,SG1F88861140
TAT SENG PACKAGING GP.,TASE.SI,S$,4295887626.0,SG1K31894969
TIONG SENG HOLDINGS,TISE.SI,S$,5000661263.0,SG1BH4000005
TRANS-CHINA AUTOMOTIVE HOLDINGS,TRAS.SI,S$,5081379247.0,KYG9005M1006
TRAVELITE HOLDINGS,TRHL.SI,S$,4295888080.0,SG1BF1000002
TRITECH GROUP,TTGL.SI,S$,4298054814.0,SG2G71000001
UNI FUELS HOLDINGS A,UFG.O,U$,5090693088.0,KYG92Y4F1006
UNIVERSAL RSO.AND SVS. SUSP - SUSP.13/02/17,UNIV.SI,S$,4295865096.0,SG1BI3000004
UNUSUAL,UNUS.SI,S$,5051776056.0,SG1DF5000004
VICOM,VCOM.SI,S$,4295887591.0,SGXE86215543
WILTON RESOURCES,WILT.SI,S$,4295888169.0,SG2G45999965
WINKING STUDIOS,WINK.SI,S$,5086808390.0,KYG9722U1040
XP POWER (DI),XPP.L,£,5001450334.0,SG9999003735
YAMADA GREEN RESOURCES,YAMR.SI,S$,5001168778.0,SG1CA8000004
YHI INTERNATIONAL,YHII.SI,S$,4295888136.0,SG1CF1000000
YKGI,YKGI.SI,S$,5083700515.0,SGXE39589952
9R,RLIM.SI,S$,4295887708.0,SGXE45420721
ABUNDANTE,ABUD.SI,S$,4295887962.0,SG1F41856716
ADVANCER GLOBAL,ADVN.SI,S$,5051390307.0,SG1CJ7000006
AJJ MEDTECH HOLDINGS,AJJM.SI,S$,4295887936.0,SG0584008601
ALPHA DX GROUP SUSP - SUSP.11/03/22,ALPH.SI,S$,4298465962.0,SGXE43564132
ALPHA INTEGRATED REIT,ALPA.SI,S$,5001216745.0,SG2C57965205
ALSET INTERNATIONAL,ALSE.SI,S$,5000757351.0,SG1AE2000006
ANNAIK,AAIK.SI,S$,4295887401.0,SG1O45913009
ANNICA HOLDINGS,ANHL.SI,S$,4295887377.0,SG1J70891671
ASIAN PAY TV.TRUST UNT.,ASIA.SI,S$,5039188796.0,SG2F77993036
ASIATIC GROUP (HOLDINGS),ATIC.SI,S$,4295887390.0,SG1N86910089
ATTIKA GROUP,ATTK.SI,S$,5090699980.0,SGXE34362983
AVI TECH HOLDING,AVTO.SI,S$,5073680661.0,SGXE48832328
BACUI TECHNOLOGIES INTERNATIONAL,BACU.SI,S$,4295887955.0,SGXE42663133
BGIN BLOCKCHAIN A,BGIN.O,U$,5092512319.0,KYG174291040
BOLDTEK HOLDINGS SUSP - SUSP.17/01/23,BOLD.SI,S$,5037998821.0,SG2F47989262
BONVESTS HOLDINGS,BVHS.SI,S$,4295887855.0,SG2R04002568
BROADWAY INDUSTRIAL SUSP - SUSP.24/12/24,BRWY.SI,S$,4295887766.0,SG1B21008464
CAMSING HEALTHCARE,CAMS.SI,S$,4295887764.0,SG1BC8000002
CAPALLIANZ HOLDINGS,CAPL.SI,S$,4295887946.0,SG1H44875935
CHUAN HUP HOLDINGS,CHHS.SI,S$,4295887751.0,SG1H43875910
CIVMEC,CIVM.SI,S$,5090604379.0,AU0000012056
CNMC GOLDMINE HOLDINGS,CNMC.SI,S$,5035945133.0,SG2D72974892
COLUMBUS ACQUISITION,COLA.O,U$,5090720196.0,KYG2295P1072
COURAGE INVESTMENT GROUP,COUA.SI,S$,4295870918.0,BMG246371113
CREATIVE TECHNOLOGY,CREA.SI,S$,4295887754.0,SG1A98006814
CREDIT BUREAU ASIA,CRED.SI,S$,5071490181.0,SGXE54097436
DARCO WATER TECHS.,DRWT.SI,S$,4295888076.0,SG1CC9000009
DEZIGN FORMAT GROUP,DEZI.SI,S$,5096164213.0,SGXE32578069
EAGLE HOSPITALITY TRUST UNITS,EAGL.SI,U$,5068933506.0,SGXC28500103
EMBRACING FUTURE HOLDINGS,EMBR.SI,S$,5036352508.0,SGXE89830751
FIRST REIT.TRUST,FRET.SI,S$,4295888078.0,SG1U27933225
FRENCKEN GROUP,FREN.SI,S$,4295888020.0,SG1R43925234
FUJI OFFSET PLATES MNFG.,FOPS.SI,S$,4295887481.0,SG0508000080
FULL APEX (HDG.) SUSP - SUSP.16/02/18,FULL.SI,S$,4295887594.0,BMG3687W1148
GKE CORPORATION,GKEC.SI,S$,4295887600.0,SG1N09908665
GLOBAL INVESTMENTS,GLNV.SI,S$,5067505601.0,SGXC73602341
GRAND BANKS YACHTS,GBYL.SI,S$,4295887835.0,SG0504000043
GS HOLDINGS,GSHO.SI,S$,5048737439.0,SG1CF0000001
HALCYON AGRI SUSP - SUSP.25/04/23,HALC.SI,S$,5038039314.0,SG2F48989824
HEETON HOLDINGS,HEET.SI,S$,4295888177.0,SG1O44912994
HIAP SENG INDUSTRIES,HIAS.SI,S$,5086980817.0,SGXE37533077
HOCK LIAN SENG HOLDINGS,HLSG.SI,S$,5000494273.0,SG1Z21951640
HOTEL ROYAL,HTRS.SI,S$,4295887578.0,SG1P12002132
HUATIONG GLOBAL,HUAT.SI,S$,5044064336.0,SG1AF2000003
ISDN HOLDINGS,ISDN.SI,S$,4295887409.0,SG1S48927937
JADASON ENTERPRISES,JADA.SI,S$,4295887679.0,SG1I79884330
JAPAN FOODS HOLDING,JPFD.SI,S$,4298128525.0,SG1X84942272
JIUTIAN CHEMICAL GP.,JUTN.SI,S$,4295887392.0,SG1V71937527
JOYAS INTERNATIONAL HDG.,JIHL.SI,S$,4295871309.0,BMG518851461
JUMBO GROUP,JUMB.SI,S$,5046707951.0,SG1CA7000005
KATRINA GP.,KATR.SI,S$,5051398302.0,SG1DA5000005
KHONG GUAN FLOUR MILL.,KHON.SI,S$,4295887773.0,SG1E13001268
KNOREX A,KNRX.K,U$,5090714802.0,KYG5304A1022
KOP,KOPL.SI,S$,4295888091.0,SG2G85000005
KORI HOLDINGS,KORI.SI,S$,5037949667.0,SG2F40988253
LABIXIAOXIN SNACKS GROUP,1262.HK,K$,4295865662.0,BMG5546K1163
LIPPO MALLS INDO.RET. TST.,LMRT.SI,S$,4295888022.0,SG1W27938677
LUMINOR FINANCIAL HOLDINGS,LUMI.SI,S$,5037364335.0,SG2E72981474
MANULIFE US REAL ESTATE INV.TST.,MANU.SI,U$,5046297304.0,SG1CI1000004
MARY CHIA HOLDINGS,MARY.SI,S$,5000090065.0,SG1Y51946677
MEDINEX,MEDN.SI,S$,5056414554.0,SGXE82839874
META HEALTH,META.SI,S$,4295888073.0,SG1O81915033
METASURFACE TECHNOLOGIES HOLDINGS,8637.HK,K$,5086641007.0,KYG9R41B1017
MICRO-MECHANICS (HDG.),MMEC.SI,S$,4295888068.0,SG1O09910991
MIDAS HDG. SUSP - SUSP.12/02/18,MIDA.SI,S$,4295888187.0,SG1P73919000
MIYOSHI,MIYO.SI,S$,4295887668.0,SG1J04885492
MSM INTERNATIONAL,MSML.SI,S$,5000716696.0,SGXE66633194
NAM LEE PRESSED MTL. INDS.,NLPM.SI,S$,4295887922.0,SG1X43941639
NATURAL COOL HDG.,NCHL.SI,S$,4295887986.0,SG1T36930298
NET PACIFIC HOLDINGS,NPFH.SI,S$,4295888057.0,SG2B83959223
OIO HOLDINGS,OIOH.SI,S$,5064608622.0,SGXE73993458
ORIGIN INVESTMENT I,ORIQ.O,U$,5091404234.0,KYG677511001
OUE,OVES.SI,S$,4295887819.0,SG2B80958517
OUE HEALTHCARE,OUEE.SI,S$,5039936202.0,SG2F86994413
PASTURE HOLDINGS,PAST.SI,S$,5082215937.0,SGXE54661850
PLATINUM ANALYTICS CAYMAN A,PLTS.O,U$,5094190993.0,KYG712641086
PNE INDUSTRIES,PNEI.SI,S$,4295887697.0,SG1BF2000001
POLLUX PROPERTIES,PLPS.SI,S$,4295887705.0,SG1I77884290
QIAN HU,QIAN.SI,S$,4295887701.0,SG1BE8000008
RENAISSANCE UNITED,RENA.SI,S$,4295887776.0,SG1C67001091
RESOURCES GLOBAL DEVELOPMENT,RESU.SI,S$,5072808980.0,SGXE81809571
RYDE GROUP A,RYDE.K,U$,5086760428.0,KYG7733R1020
SAPPHIRE CORPORATION,SAPP.SI,S$,4295887910.0,SG1CG4000005
SASSEUR REIT UNITS,SASS.SI,S$,5059030808.0,SG1ED2000000
SIIC ENVIRONMENT HDG.,SIIC.SI,S$,4295888190.0,SG1BI7000000
SIN HENG HEAVY MCH.,SIHM.SI,S$,5000094590.0,SG1CB2000008
SING INVESTMENTS & FIN.,SINV.SI,S$,4295887505.0,SG1S02002305
SING.INST.OF ADVD. MDCIN.HDG.,SINI.SI,S$,5038907654.0,SGXE79544776
SINGAPORE POST,SPOS.SI,S$,4295888055.0,SG1N89910219
SKK HOLDINGS,SKK.O,U$,5087003522.0,KYG8292E1026
SOON HOCK ENTERPRISE HLDG,SOON.SI,S$,5096923668.0,SGXE42186366
STAMFORD TYRES CORPORATION,STAS.SI,S$,4295887503.0,SG1O53913362
SUNRIGHT,SNRT.SI,S$,4295887763.0,SG1B17008288
TEHO INTERNATIONAL,TEHO.SI,S$,4298504909.0,SG1Y15944495
TIONG WOON HOLDING,TION.SI,S$,4295887977.0,SG1CF7000004
TOTM TECHNOLOGIES,TOTM.SI,S$,5046436668.0,SG1BF8000005
TREK 2000 INTL.,TRKL.SI,S$,4295887695.0,SG1I59882965
TRENDLINES GROUP,THET.SI,S$,5036372158.0,IL0011328858
TRIYARDS HOLDINGS SUSP - SUSP.04/09/17,TRIY.SI,S$,5037856014.0,SG2F20985956
TUNG LOK REST.(2000),TGLK.SI,S$,4295887729.0,SG1J65890803
UNI-ASIA GROUP,UAFC.SI,S$,5056392887.0,SG1DG7000000
UNION STEEL HDG.,UNIS.SI,S$,4295887821.0,SGXE53154642
UPHEALTH GROUP,UPHE.SI,S$,5073156692.0,SGXE78822223
VANTAGE A,VNTG.K,U$,5090754509.0,KYG7486J1094
VCPLUS,VCPL.SI,S$,5048557283.0,SG1CG7000002
VIVIDTHREE HOLDINGS,VIVI.SI,S$,5065353408.0,SGXE74791307
WEE HUR HOLDINGS,WHHL.SI,S$,4295887823.0,SG1W55939399
WILLAS-ARRAY (SES) ELECTRONICS (HOLDINGS),WLAR.SI,S$,4295887632.0,BMG9643L1349
WONG FONG INDUSTRIES,WONG.SI,S$,5051388278.0,SG1DA6000004
WORLD PRECISION MCH.,WPML.SI,S$,4295864324.0,SG1T29930156
YING LI INTL.REAL ESTATE,YING.SI,S$,4295888061.0,SG1O24911883
YOMA STRATEGIC,YOMA.SI,S$,4295887796.0,SG1T74931364
CAPITALAND COML.TST. NIL PAID 19/10/17,CACT_r.SI^J17,S$,4295888129.0,SG1DJ1000000
MTQ CORPORATION (OTC),MTQCF.PK,U$,4295887523.0,SG0507000073
MTQ NIL PAID,,S$,4295887523.0,No universe defined.
NUTRYFARM INTL. NIL PAID,,S$,4295888083.0,No universe defined.
RAFFLES EDUCATION NIL PAID,,S$,4295887752.0,No universe defined.
YANGZIJIANG (OTC) FINANCIAL HOLDING,YNGFF.PK,U$,5082503659.0,SGXE77102635
AMPLEFIELD NIL PAID 12/12/17,,S$,4295887769.0,No universe defined.
ANNAIK NRFD,,S$,4295887401.0,No universe defined.
ASIAN PAY TV.TRUST UNT. FULLY PAID 18/06/20,ASIA_rx.SI^F20,S$,5039188796.0,SGXN98712056
AUSGROUP NIL PAID 12/12/18,,S$,4295887827.0,No universe defined.
BEIJING GAS BLUE (HSC) SKY HOLDINGS,6828.HS,K$,5000440857.0,BMG095871098
BEIJING GAS BLUE (SZS) SKY HOLDINGS,6828.HZ,K$,5000440857.0,BMG095871098
BM MOBILITY NIL PAID,BMMO_r.SI^B18,S$,5000098258.0,SG1EB9000007
C BANNER (HSC) INTERNATIONAL HOLDINGS,1028.HS,K$,4295887599.0,BMG2008E1003
C BANNER (SZS) INTERNATIONAL HOLDINGS,1028.HZ,K$,4295887599.0,BMG2008E1003
CROMWELL EUROPN REAL EST FULLY PAID,,E,5059090620.0,No universe defined.
CROMWELL EUROPN REAL EST NIL PAID,,E,5059090620.0,No universe defined.
CSC HOLDINGS (OTC),CSHJF.PK,U$,4295887864.0,SG1F84861094
FRASERS HOSPITALITY TST. FULLY PAID 07/10/16,,S$,5043342793.0,No universe defined.
GUTHRIE GTS FULLY PAID 05/06/06,,S$,4295887792.0,No universe defined.
GUTHRIE GTS NIL PAID 05/06/06,,S$,4295887792.0,No universe defined.
IFBH (HSC),6603.HS,K$,5093570034.0,SGXZ26193953
KEPPEL-KBS US REIT UNITS FULLY PAID 19/11/18,,U$,5058610714.0,No universe defined.
KOH BROTHERS ECO ENGR. NIL PAID 19/09/18,,S$,4295887789.0,No universe defined.
LIFEBRANDZ NIL PAID,,S$,4295887793.0,No universe defined.
MANULIFE US REAL ESTATE INV.TST. 16/10/17,MANU_r.SI^J17,U$,5046297304.0,SG1DI9000004
MDR (OTC),MDRLF.PK,U$,4295887811.0,SGXE29738106
MIDAS HDG. (FRA),MI2.F,E,4295888187.0,SG1P73919000
MIRXES HOLDING (HSC),2629.HS,K$,5082428583.0,KYG6152E1052
NAM CHEONG NIL PAID 20/09/18,,S$,4295864703.0,No universe defined.
OUE COMMERCIAL REIT NIL PAID,,S$,5040952038.0,No universe defined.
OUE LIPPO HEALTHCARE NIL PAID,,S$,5039936202.0,No universe defined.
PAN-UNITED NIL PAID 12/07/17,PANU_r.SI^G17,S$,4295887760.0,SG1DH3000002
RAFFLES MEDICAL GP.(FRA),02M1.F,E,4295887953.0,SG1CH4000003
TEE INTERNATIONAL NIL PAID,,S$,4295887723.0,No universe defined.
VALLIANZ HOLDINGS NIL PAID,,S$,4295887440.0,No universe defined.
CDL HOSPITALITY TRUSTS NIL PAID 24/07/17,CDLT_r.SI^G17,S$,4295888102.0,SG1DH5000000
CFM HDG. FULLY PAID,,S$,4295888059.0,No universe defined.
