company,ticker,country,Year,emissions_intensity,environmental_investment,internal_carbon_pricing
DONGHAI JSC OF BENTRE,VN000000DHC9,Vietnam,2017,702.5672963,,
DONGHAI JSC OF BENTRE,VN000000DHC9,Vietnam,2018,718.84121967,,
DONGHAI JSC OF BENTRE,VN000000DHC9,Vietnam,2019,743.10493407,,
DONGHAI JSC OF BENTRE,VN000000DHC9,Vietnam,2020,786.95212868,,
DONGHAI JSC OF BENTRE,VN000000DHC9,Vietnam,2021,800.21224878,,
DONGHAI JSC OF BENTRE,VN000000DHC9,Vietnam,2022,798.46397644,,
DONGHAI JSC OF BENTRE,VN000000DHC9,Vietnam,2023,874.07954196,,
DONGHAI JSC OF BENTRE,VN000000DHC9,Vietnam,2024,886.82168631,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2015,295.55078118,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2016,496.11268062,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2017,171.29910952,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2018,247.15839079,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2019,281.53691526,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2020,227.30120814,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2021,176.47098076,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2022,179.15819627,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2023,362.60134837,,
DRH HOLDINGS,VN000000DRH7,Vietnam,2024,460.8326321,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2015,478.80523928,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2016,521.62452199,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2017,528.76749286,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2018,653.99004511,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2019,797.16364615,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2020,1009.33691384,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2021,384.85906416,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2022,393.42091183,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2023,619.12018448,,
DRY CELL AND STRG.BTRY.,VN000000PAC8,Vietnam,2024,957.84108744,,
DSC SECURITIES,VN000000DSC6,Vietnam,2019,213.69562242,,
DSC SECURITIES,VN000000DSC6,Vietnam,2020,170.87889275,,
DSC SECURITIES,VN000000DSC6,Vietnam,2021,739.4897022,,
DSC SECURITIES,VN000000DSC6,Vietnam,2022,755.42409089,,
DSC SECURITIES,VN000000DSC6,Vietnam,2023,380.65252739,,
DSC SECURITIES,VN000000DSC6,Vietnam,2024,511.02180662,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2015,482.03875636,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2016,425.32968861,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2017,400.95551254,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2018,382.55193869,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2019,403.65101932,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2020,504.27368813,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2021,500.95313027,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2022,585.14855922,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2023,604.79577949,,
DUC LONG GIA LAI GROUP,VN000000DLG2,Vietnam,2024,615.83550683,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2015,333.39406351,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2016,371.05117201,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2017,377.78446475,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2018,418.27882361,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2019,385.627172,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2020,350.73278763,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2021,335.46231573,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2022,334.42246272,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2023,331.60438103,,
DUC THANH WOOD,VN000000GDT5,Vietnam,2024,341.03151078,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2015,1460.76036361,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2016,1439.18104493,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2017,1409.62473637,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2018,1379.05457394,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2019,1948.09477434,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2020,2143.32283394,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2021,1999.47241948,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2022,1858.98300386,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2023,1691.33985104,,
DUCGIANG CHEMICALS GROUP,VN000000DGC1,Vietnam,2024,1705.9156335,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2015,4323.12385109,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2016,6978.22427622,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2017,6304.12205281,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2018,6910.67410769,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2019,7042.55363956,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2020,5403.72732347,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2021,4155.95129604,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2022,2124.30375153,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2023,1660.82219514,,
DUONG HIEU TRDG.&MNG.,VN000000DHM8,Vietnam,2024,1795.42418891,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2015,1350.44123428,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2016,1188.62341641,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2017,1120.69000826,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2018,764.19148,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2019,745.09307517,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2020,764.51449832,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2021,586.70711324,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2022,536.28755112,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2023,563.17551544,,
DUYEN HAI MULTI MODAL,VN000000TCO1,Vietnam,2024,557.8392855,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2015,125.54073701,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2016,156.22492065,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2017,149.19350135,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2018,128.90345588,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2019,131.05046794,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2020,150.73416781,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2021,134.83370252,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2022,126.35732486,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2023,103.90731674,,
ELCOM TECHNOLOGY,VN000000ELC9,Vietnam,2024,103.88698273,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2015,79.72707155,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2016,130.28939462,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2017,140.34907209,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2018,173.55336851,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2019,407.14431194,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2020,418.92831395,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2021,548.24525779,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2022,538.22637704,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2023,571.06860928,,
EVERLAND GROUP,VN000000EVG9,Vietnam,2024,638.83762699,,
EVERPIA,VN000000EVE4,Vietnam,2015,336.94896512,,
EVERPIA,VN000000EVE4,Vietnam,2016,392.82810689,,
EVERPIA,VN000000EVE4,Vietnam,2017,397.22491323,,
EVERPIA,VN000000EVE4,Vietnam,2018,426.4878379,,
EVERPIA,VN000000EVE4,Vietnam,2019,396.35831386,,
EVERPIA,VN000000EVE4,Vietnam,2020,358.92093645,,
EVERPIA,VN000000EVE4,Vietnam,2021,344.59101747,,
EVERPIA,VN000000EVE4,Vietnam,2022,342.10303289,,
EVERPIA,VN000000EVE4,Vietnam,2023,339.08185407,,
EVERPIA,VN000000EVE4,Vietnam,2024,347.40385271,,
EVF GENERAL JSC,VN000000EVF1,Vietnam,2018,11244.84920514,,
EVF GENERAL JSC,VN000000EVF1,Vietnam,2019,9331.61280263,,
EVF GENERAL JSC,VN000000EVF1,Vietnam,2020,8939.29463396,,
EVF GENERAL JSC,VN000000EVF1,Vietnam,2021,10185.06057194,,
EVF GENERAL JSC,VN000000EVF1,Vietnam,2022,15303.06298865,,
EVF GENERAL JSC,VN000000EVF1,Vietnam,2023,17840.79936992,,
EVF GENERAL JSC,VN000000EVF1,Vietnam,2024,16383.17039393,,
F I T GROUP,VN000000FIT6,Vietnam,2015,85.72672797,,
F I T GROUP,VN000000FIT6,Vietnam,2016,94.28851155,,
F I T GROUP,VN000000FIT6,Vietnam,2017,139.13359285,,
F I T GROUP,VN000000FIT6,Vietnam,2018,180.61913841,,
F I T GROUP,VN000000FIT6,Vietnam,2019,194.0879162,,
F I T GROUP,VN000000FIT6,Vietnam,2020,171.71057572,,
F I T GROUP,VN000000FIT6,Vietnam,2021,169.92400487,,
F I T GROUP,VN000000FIT6,Vietnam,2022,216.21906327,,
F I T GROUP,VN000000FIT6,Vietnam,2023,219.5916911,,
F I T GROUP,VN000000FIT6,Vietnam,2024,214.22149915,,
FECON,VN000000FCN2,Vietnam,2015,335.94674288,,
FECON,VN000000FCN2,Vietnam,2016,391.64525534,,
FECON,VN000000FCN2,Vietnam,2017,410.1578015,,
FECON,VN000000FCN2,Vietnam,2018,390.52135668,,
FECON,VN000000FCN2,Vietnam,2019,478.54688369,,
FECON,VN000000FCN2,Vietnam,2020,486.88770438,,
FECON,VN000000FCN2,Vietnam,2021,491.15527107,,
FECON,VN000000FCN2,Vietnam,2022,490.91192623,,
FECON,VN000000FCN2,Vietnam,2023,440.48440256,,
FECON,VN000000FCN2,Vietnam,2024,508.60207526,,
FIRST REAL JOINT STOCK,VN000000FIR0,Vietnam,2016,191.86359867,,
FIRST REAL JOINT STOCK,VN000000FIR0,Vietnam,2018,250.88149955,,
FIRST REAL JOINT STOCK,VN000000FIR0,Vietnam,2019,300.53188344,,
FIRST REAL JOINT STOCK,VN000000FIR0,Vietnam,2020,278.7817158,,
FIRST REAL JOINT STOCK,VN000000FIR0,Vietnam,2021,224.58736446,,
FIRST REAL JOINT STOCK,VN000000FIR0,Vietnam,2022,230.04442775,,
FIRST REAL JOINT STOCK,VN000000FIR0,Vietnam,2023,411.68130512,,
FIRST REAL JOINT STOCK,VN000000FIR0,Vietnam,2024,450.16998113,,
FORTUNE VIETNAM JSC,VN000000LPB7,Vietnam,2017,9393.90363527,,
FORTUNE VIETNAM JSC,VN000000LPB7,Vietnam,2018,13582.76670282,,
FORTUNE VIETNAM JSC,VN000000LPB7,Vietnam,2019,12812.12618643,,
FORTUNE VIETNAM JSC,VN000000LPB7,Vietnam,2020,13413.904641,,
FORTUNE VIETNAM JSC,VN000000LPB7,Vietnam,2021,11413.19676051,,
FORTUNE VIETNAM JSC,VN000000LPB7,Vietnam,2022,8793.19900954,,
FORTUNE VIETNAM JSC,VN000000LPB7,Vietnam,2023,9206.78598826,,
FORTUNE VIETNAM JSC,VN000000LPB7,Vietnam,2024,8721.45675109,,
FPT,VN000000FPT1,Vietnam,2015,133.79774905,,
FPT,VN000000FPT1,Vietnam,2016,188.18771678,,
FPT,VN000000FPT1,Vietnam,2017,194.93284812,,
FPT,VN000000FPT1,Vietnam,2018,166.26599367,,
FPT,VN000000FPT1,Vietnam,2019,164.56859187,,
FPT,VN000000FPT1,Vietnam,2020,169.81785781,,
FPT,VN000000FPT1,Vietnam,2021,153.94001226,,N   
FPT,VN000000FPT1,Vietnam,2022,144.84938932,,N   
FPT,VN000000FPT1,Vietnam,2023,134.35434003,,N   
FPT,VN000000FPT1,Vietnam,2024,156.93233086,,N   
FPT DIGITAL RETAIL,VN000000FRT7,Vietnam,2016,82.87000112,,
FPT DIGITAL RETAIL,VN000000FRT7,Vietnam,2017,99.07010199,,
FPT DIGITAL RETAIL,VN000000FRT7,Vietnam,2018,132.1893689,,
FPT DIGITAL RETAIL,VN000000FRT7,Vietnam,2019,368.78835938,,
FPT DIGITAL RETAIL,VN000000FRT7,Vietnam,2020,414.17935602,,N   
FPT DIGITAL RETAIL,VN000000FRT7,Vietnam,2021,523.98035644,,N   
FPT DIGITAL RETAIL,VN000000FRT7,Vietnam,2022,495.24247264,,N   
FPT DIGITAL RETAIL,VN000000FRT7,Vietnam,2023,528.14846407,,N   
FPT DIGITAL RETAIL,VN000000FRT7,Vietnam,2024,597.93317393,,N   
FPT SECURITIES,VN000000FTS5,Vietnam,2017,378.18137343,,
FPT SECURITIES,VN000000FTS5,Vietnam,2018,122.81924133,,
FPT SECURITIES,VN000000FTS5,Vietnam,2019,173.68100875,,
FPT SECURITIES,VN000000FTS5,Vietnam,2020,139.20134505,,
FPT SECURITIES,VN000000FTS5,Vietnam,2021,118.70710958,,
FPT SECURITIES,VN000000FTS5,Vietnam,2022,130.34270496,,
FPT SECURITIES,VN000000FTS5,Vietnam,2023,150.61774152,,
FPT SECURITIES,VN000000FTS5,Vietnam,2024,165.43835073,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2015,237.4892669,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2016,300.91738782,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2017,293.0956074,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2018,258.37170969,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2019,540.69414647,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2020,520.9640008,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2021,470.58833366,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2022,248.51569186,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2023,435.29749197,,
FRT.DEV.&.INV.,VN000000FDC3,Vietnam,2024,476.43359499,,
GELEX ELECTRICITY,VN000000GEE5,Vietnam,2020,950.01529096,,
GELEX ELECTRICITY,VN000000GEE5,Vietnam,2021,326.35912481,,
GELEX ELECTRICITY,VN000000GEE5,Vietnam,2022,330.9693447,,
GELEX ELECTRICITY,VN000000GEE5,Vietnam,2023,565.3132406,,
GELEX ELECTRICITY,VN000000GEE5,Vietnam,2024,926.30819862,,
GELEX GROUP,VN000000GEX5,Vietnam,2015,369.64266882,,
GELEX GROUP,VN000000GEX5,Vietnam,2016,421.45137139,,
GELEX GROUP,VN000000GEX5,Vietnam,2017,453.99880321,,
GELEX GROUP,VN000000GEX5,Vietnam,2018,519.87715197,,
GELEX GROUP,VN000000GEX5,Vietnam,2019,388.88577928,,
GELEX GROUP,VN000000GEX5,Vietnam,2020,403.52112651,N   ,N   
GELEX GROUP,VN000000GEX5,Vietnam,2021,447.84003246,N   ,N   
GELEX GROUP,VN000000GEX5,Vietnam,2022,476.73228834,N   ,N   
GELEX GROUP,VN000000GEX5,Vietnam,2023,627.55481872,N   ,N   
GELEX GROUP,VN000000GEX5,Vietnam,2024,613.43792169,N   ,N   
GEMADEPT,VN000000GMD0,Vietnam,2015,1420.76471712,,
GEMADEPT,VN000000GMD0,Vietnam,2016,1303.97262735,,
GEMADEPT,VN000000GMD0,Vietnam,2017,1152.91252662,,
GEMADEPT,VN000000GMD0,Vietnam,2018,882.50621851,,
GEMADEPT,VN000000GMD0,Vietnam,2019,830.03623197,,
GEMADEPT,VN000000GMD0,Vietnam,2020,815.15999024,,
GEMADEPT,VN000000GMD0,Vietnam,2021,633.92852344,,
GEMADEPT,VN000000GMD0,Vietnam,2022,602.36069174,,
GEMADEPT,VN000000GMD0,Vietnam,2023,610.71945173,,
GEMADEPT,VN000000GMD0,Vietnam,2024,633.17660678,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2015,2712.38259344,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2016,2748.6930273,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2017,2583.19233493,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2018,2536.58365754,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2019,3121.77460422,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2020,2843.15961515,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2021,2686.2276949,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2022,2533.88407996,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2023,2482.57778892,,
GIA LAI HYDROPOWER,VN000000GHC2,Vietnam,2024,2109.79966988,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2015,2752.64647307,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2016,2805.57380361,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2017,2628.58327862,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2018,2581.25131785,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2019,3010.82688622,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2020,2569.67268513,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2021,2707.32472254,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2022,2565.89982087,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2023,2507.52444193,,
GIALAI ELECTRICITY,VN000000GEG0,Vietnam,2024,2117.1906556,,
HA DO GROUP,VN000000HDG0,Vietnam,2015,213.90039918,,
HA DO GROUP,VN000000HDG0,Vietnam,2016,453.04689309,,
HA DO GROUP,VN000000HDG0,Vietnam,2017,489.6081956,,
HA DO GROUP,VN000000HDG0,Vietnam,2018,520.5630502,,
HA DO GROUP,VN000000HDG0,Vietnam,2019,707.89749135,,
HA DO GROUP,VN000000HDG0,Vietnam,2020,710.52519559,,
HA DO GROUP,VN000000HDG0,Vietnam,2021,823.40859249,,
HA DO GROUP,VN000000HDG0,Vietnam,2022,1052.36680855,,
HA DO GROUP,VN000000HDG0,Vietnam,2023,1225.960511,,
HA DO GROUP,VN000000HDG0,Vietnam,2024,1424.94690841,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2015,355.4901346,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2016,372.05125564,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2017,375.98229032,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2018,351.3947094,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2019,367.31113962,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2020,366.75473254,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2021,379.1246207,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2022,380.96115894,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2023,341.60292228,,
HA NOI STH.HSG&URB. DEV.,VN000000NHA2,Vietnam,2024,418.56882421,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2015,1448.82169629,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2016,1731.58282717,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2017,1790.07871906,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2018,1528.4281469,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2019,1522.01623207,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2020,1507.68669164,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2021,1341.70558289,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2022,1261.7730839,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2023,1250.02829933,,
HAI AN TRAN.&STEVD.,VN000000HAH4,Vietnam,2024,1198.41650904,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2015,192.08214218,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2016,338.67694556,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2017,282.37251602,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2018,346.01613529,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2019,357.39843881,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2020,287.29847317,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2021,250.98410055,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2022,254.79479831,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2023,446.83198909,,
HAI PHAT INVESTMENT,VN000000HPX9,Vietnam,2024,486.73001401,,
HAI PHONG HOANG HA PAPER,VN000000HHP2,Vietnam,2016,897.89967418,,
HAI PHONG HOANG HA PAPER,VN000000HHP2,Vietnam,2017,992.3209106,,
HAI PHONG HOANG HA PAPER,VN000000HHP2,Vietnam,2018,947.48177987,,
HAI PHONG HOANG HA PAPER,VN000000HHP2,Vietnam,2019,1051.86441402,,
HAI PHONG HOANG HA PAPER,VN000000HHP2,Vietnam,2020,1154.93764131,,
HAI PHONG HOANG HA PAPER,VN000000HHP2,Vietnam,2021,1143.21396226,,
HAI PHONG HOANG HA PAPER,VN000000HHP2,Vietnam,2022,1472.91610656,,
HAI PHONG HOANG HA PAPER,VN000000HHP2,Vietnam,2023,1435.73697126,,
HAI PHONG HOANG HA PAPER,VN000000HHP2,Vietnam,2024,1435.15498828,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2015,216.12687909,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2016,271.97842187,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2017,328.05894042,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2018,306.43622765,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2019,388.59339129,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2020,361.23641906,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2021,361.05383779,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2022,309.91215792,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2023,320.52278943,,
HALCOM VIETNAM,VN000000HID6,Vietnam,2024,316.74169873,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2015,79.36870538,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2016,88.62929711,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2017,106.32199389,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2018,141.22431476,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2019,364.8495475,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2020,395.65748902,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2021,498.85366766,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2022,474.9175483,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2023,506.57541627,,
HANG XANH MOTORS SERVICE,VN000000HAX1,Vietnam,2024,574.95346367,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2015,500.67537514,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2016,535.52341985,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2017,554.22660213,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2018,538.8439247,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2019,559.93767763,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2020,575.40929502,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2021,604.30461354,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2022,617.33196406,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2023,598.54654691,,
HANOI BEER-ALCOHOL AND,VN000000BHN0,Vietnam,2024,582.7524476,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2015,264.8992483,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2016,278.76711517,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2017,373.53788685,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2018,315.29088264,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2019,405.7911409,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2020,361.93110462,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2021,354.46201712,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2022,360.15502117,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2023,363.40436622,,
HANOI P&T CON.& INSTAL.,VN000000HAS1,Vietnam,2024,371.36641023,,
HANOI PLASTICS,VN000000NHH7,Vietnam,2016,452.56048299,,
HANOI PLASTICS,VN000000NHH7,Vietnam,2017,442.46897256,,
HANOI PLASTICS,VN000000NHH7,Vietnam,2018,396.00782901,,
HANOI PLASTICS,VN000000NHH7,Vietnam,2019,631.14853919,,
HANOI PLASTICS,VN000000NHH7,Vietnam,2020,749.56471277,,
HANOI PLASTICS,VN000000NHH7,Vietnam,2021,763.97214196,,
HANOI PLASTICS,VN000000NHH7,Vietnam,2022,760.63482387,,
HANOI PLASTICS,VN000000NHH7,Vietnam,2023,1171.14405724,,
HANOI PLASTICS,VN000000NHH7,Vietnam,2024,1367.01082166,,
HAPACO GROUP,VN000000HAP7,Vietnam,2015,886.41136497,,
HAPACO GROUP,VN000000HAP7,Vietnam,2016,954.71386428,,
HAPACO GROUP,VN000000HAP7,Vietnam,2017,1041.22749191,,
HAPACO GROUP,VN000000HAP7,Vietnam,2018,1021.05014501,,
HAPACO GROUP,VN000000HAP7,Vietnam,2019,1101.19072911,,
HAPACO GROUP,VN000000HAP7,Vietnam,2020,1104.43759034,,
HAPACO GROUP,VN000000HAP7,Vietnam,2021,1113.7287642,,
HAPACO GROUP,VN000000HAP7,Vietnam,2022,1341.69353311,,
HAPACO GROUP,VN000000HAP7,Vietnam,2023,1280.75805669,,
HAPACO GROUP,VN000000HAP7,Vietnam,2024,1288.80017283,,
HAU GIANG PHARM.,VN000000DHG0,Vietnam,2015,327.21331042,,
HAU GIANG PHARM.,VN000000DHG0,Vietnam,2016,348.25926394,,
HAU GIANG PHARM.,VN000000DHG0,Vietnam,2017,568.69863652,,
HAU GIANG PHARM.,VN000000DHG0,Vietnam,2018,527.93721371,,
